pano_id,date,lat,lng,geoid10,GroupCount,mean_pcnt_road,mean_pcnt_sidewalk,mean_pcnt_building,mean_pcnt_wall,mean_pcnt_fence,mean_pcnt_pole,mean_pcnt_traffic_light,mean_pcnt_traffic_sign,mean_pcnt_vegetation,mean_pcnt_terrain,mean_pcnt_sky,mean_pcnt_person,mean_pcnt_rider,mean_pcnt_car,mean_pcnt_truck,mean_pcnt_bus,mean_pcnt_train,mean_pcnt_motorcycle,mean_pcnt_bicycle,mean_pcnt_unlabeled
WXo42GE_sOEe2TIYjSdzDw,2018-07,41.9981957295197,-87.6642576617162,170310105031015,4,0.292609049479167,0.0858056640625,0.133623046875,0.00055419921875,0.00738525390625,0.010205078125,9.765625e-05,0.00690348307291667,0.151673177083333,0.0167887369791667,0.2517626953125,0.00307698567708333,0.000110677083333333,0.0183837890625,0.00745930989583333,0.000247395833333333,0,2.685546875e-05,0.0010595703125,0.0122273763020833
x90nkFjgAj1jsiUEuTDajw,2018-10,41.9981420415131,-87.6638870241487,170310105031015,4,0.24751220703125,0.03495361328125,0.27298095703125,0,0.016845703125,0.0136946614583333,0.000250651041666667,0.00239908854166667,0.16477783203125,0.0124820963541667,0.151267903645833,0.00195149739583333,0,0.0727522786458333,0.0007373046875,4.06901041666667e-05,0,0,9.27734375e-05,0.0072607421875
678XbB9KlkV1cZJnizTjOA,2018-10,42.0141417724435,-87.690162782101,170310201001004,4,0.301224772135417,0.0395369466145833,0.0502547200520833,0.000381673177083333,0.01114501953125,0.0100797526041667,0.00015380859375,0.00349934895833333,0.209458821614583,0.0343115234375,0.268623860677083,0.000149739583333333,0,0.0505655924479167,0.000729166666666667,0.000594075520833333,0,0,0,0.0192911783854167
fC7xRDMRnsBZ6owiJ36nKA,2018-10,42.0146363935413,-87.6901597859902,170310201001004,4,0.272486165364583,0.0647420247395833,0.07935791015625,0.000128580729166667,0.0172184244791667,0.00693766276041667,0.000782063802083333,0.00508056640625,0.16489501953125,0.02013671875,0.299609375,0.00011962890625,0,0.0529899088541667,0.000384928385416667,0,0,0,0,0.0151310221354167
GV86VVwYTbwqN2yLdd6bFg,2018-10,42.0193684654283,-87.6976143088172,170310202004007,4,0.16611328125,0.10056640625,0.19479736328125,0.0001220703125,0.0172713216145833,0.00842366536458333,0.000283203125,0.0035009765625,0.0758365885416667,0.002314453125,0.295078125,0.000460611979166667,0,0.11989013671875,0.00164143880208333,0.0040625,0,0,4.31315104166667e-05,0.0095947265625
icdMpz4ZWuUFRyYBhIPr9Q,2018-10,42.0193512871688,-87.6983375387539,170310202004007,4,0.23554931640625,0.0494832356770833,0.12266357421875,0.0177897135416667,0.01482421875,0.01775634765625,5.45247395833333e-05,0.00324137369791667,0.0744563802083333,0.00964925130208333,0.338720703125,0.0006884765625,0,0.101901041666667,0.00193766276041667,1.13932291666667e-05,0,0,0,0.0112727864583333
J_Lk7p_-zh2KsWUKQ1D7iw,2018-10,42.0048707530254,-87.6980081021928,170310203022014,4,0.249571940104167,0.0112418619791667,0.0659505208333333,0.0008056640625,0.0366739908854167,0.00739095052083333,0.000152180989583333,0.00325520833333333,0.32690673828125,0.0594807942708333,0.142646484375,0.000355631510416667,4.55729166666667e-05,0.06651123046875,0.0148055013020833,0.000137532552083333,0,0,0.00072998046875,0.0133382161458333
uv_9MCunRgDyPXj8B0HqXg,2018-10,42.0048479,-87.6993404,170310203022014,4,0.3086962890625,0.01411865234375,0.0613916015625,0.00237548828125,0.000603841145833333,0.0132291666666667,0.0006494140625,0.00368001302083333,0.191385091145833,0.0707373046875,0.26961669921875,0,0,0.041484375,0.000454915364583333,0.00198567708333333,0,0,0,0.0195914713541667
BlFAOsX7q9lA3EcGqJN-cQ,2018-10,42.0107940619248,-87.6901415041454,170310204001012,4,0.285611165364583,0.0603328450520833,0.05779541015625,5.94075520833333e-05,0.0132853190104167,0.0150130208333333,3.25520833333333e-05,0.0024072265625,0.118247884114583,0.0664705403645833,0.33842529296875,0,0,0.01361328125,0.000812174479166667,0.0153889973958333,0,0,0,0.0125048828125
cSy6gjFdRvqFzquKBEsvHg,2018-10,42.0105242659892,-87.6901411577351,170310204001012,4,0.254983723958333,0.05918701171875,0.0230436197916667,0.000371907552083333,0.0182381184895833,0.01447265625,0.000237630208333333,0.00456461588541667,0.176791178385417,0.0959822591145833,0.319197591145833,0.000316569010416667,0,0.0134212239583333,0.00208333333333333,3.41796875e-05,0,0,0,0.0170743815104167
